"address","categories/0","categories/1","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Service","reviewContext/Wait time","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Simon Bates",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","6 months ago","2024-10-01T17:45:16.121Z",,"2024-11-07T12:42:04.000Z","Dear Simon,
We are thrilled to hear that you had a lovely evening at La Casita. Thank you for sharing your experience with us and we look forward to serving you again soon.","Dinner",,,"£20–30",,"Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNudjZueVB3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNudjZueVB3EAE!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICnv6nyPw%7CCgsIrOrwtwYQ-ImSOg%7C?hl=en","112437644705916806173","5","https://lh3.googleusercontent.com/a-/ALV-UjXuNK2H-v8BNULutcrKvpuJ-1lQg8iQukE75LB_DIPVNISHxBM=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112437644705916806173?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Great evening",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","true","en","0","51.434016","-0.1284869","Richard Bates",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","6 months ago","2024-10-01T17:44:49.040Z",,"2024-05-14T14:18:49.000Z","Thank you so much for this 5-star review. We really appreciate you being a customer and helping to share the word about us. ","Dinner",,,"£20–30",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUQtdnBDRzlBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtdnBDRzlBRRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgID-vpCG9AE%7CCgsIkerwtwYQ2PutEw%7C?hl=en","101266111912858518720","23","https://lh3.googleusercontent.com/a-/ALV-UjXOBfrnA82x2_vDPa3Dapt_wmNP_PF1ATlHRWTT-_ao1drQUuU=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/101266111912858518720?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Excellent as always. Great service and great price",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","alicercer",,,"false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","6 months ago","2024-09-30T21:11:13.136Z",,"2024-11-07T12:42:35.000Z","Thank you so much for your 5-star review. We much appreciate your feedback!!!",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNuNTlPOThRRRAB","https://lh3.googleusercontent.com/geougc-cs/AIHozJJOTFC3Uxh59sJAAuqM48mh4YMM_Sa7YhLMU1i0MiGNlNC2J6MzmcJXHz18jTLTn412dhRU0N-IXr5q10vfQym3vf7JMhVfEZCglSq6SsS_zOSQ2_vfWPWxcsmwlf7kX0XyTqQfHA","https://lh3.googleusercontent.com/geougc-cs/AIHozJKRBpgIA1KeD95biYC9kxgWXto1QNTl0SeBsYjrIJtmkFWEAs2srCac8eFV5UJV54dZ5NzGERzaLWmlWymzs8bUOJh5rLS0UNGJkXAbmTlUPZxedJGHuCq93P1NtrnUygEBAUsa","https://lh3.googleusercontent.com/geougc-cs/AIHozJLaIJLV7MuSNOTlT-tlZKqbxS0dU1ST16NSPpfRxvGvNa_U0dyV0EQBVhoJZp0JikDYAgDH-BEnaZdK8GH0KvrmH21UeoCQidY47HaUf3D9xJGNcUdxgOvMDhsu86r5cu9qVgubQA","https://lh3.googleusercontent.com/geougc-cs/AIHozJIkYfljYrWJkoXGGWd8IFcsGNZVoPyk2Ib4qldiW_hud5qSMdAnAuf98grOkWslLxkD_maQY8el6Z3QqLpkopY4xCCpGxAli92fTuQjn9n5-RtNv9T-Ni5blWU4lsCKM59VMBg","https://lh3.googleusercontent.com/geougc-cs/AIHozJIufnrW41vO0GjMdq_PlwXkEQv_h-PxrzoUQxUCJWI2Ccb45mtdTl0DyL9G6lE674o_qWBE5IcG64vxNvH4QQ9QKkYeW4NWqnXrmf2LxXfaSO3DISya6TlHs68VpzgPqtT_rM-O",,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuNTlPOThRRRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICn59O98QE%7CCgsI8afstwYQiIqXQQ%7C?hl=en","105592848916787143712","3","https://lh3.googleusercontent.com/a/ACg8ocIHaW3EO2tcJexX82fCNM3TXe8eXTXCCHIznbTUhzWxVKvdc5E=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105592848916787143712?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false",,,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Ruben Pinto",,,"false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-29T18:37:53.294Z",,"2024-11-07T12:43:10.000Z","Muito obrigada Ruben por partilhar a sua experiência connosco. Esperamos por si em breve.",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNuODVLNnZBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuODVLNnZBRRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICn85K6vAE%7CCgwIgb3mtwYQkOGgjAE%7C?hl=en","113830120772000044603","4","https://lh3.googleusercontent.com/a-/ALV-UjU29hTtO1ftNekhv25HDWjTV2Dsti382nmrzgy0XtZ94IjV2goh=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113830120772000044603?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false",,,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","luchia arrowsmith",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-29T16:35:19.601Z",,"2024-11-07T13:20:02.000Z","Dear Luchia,
Your feedback made our day!!!!
We are grateful to have you as a valued customer. It is a honoured to being serving you for 15 years! We couldn't do it for so long without customer like you. Many thanks for your continued support. We can’t wait to welcome you back for another fantastic experience 😘","Dinner",,,"£90–100",,"Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNucy1yMVpBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNucy1yMVpBEAE!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICns-r1ZA%7CCgwIx4PmtwYQ6J-GnwI%7C?hl=en","106466832517553862929","3","https://lh3.googleusercontent.com/a-/ALV-UjWyWBdx1JMFLxYlHfqZRuxhXh0JYNNzIDL1gjQOJP_p12HQynY8=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106466832517553862929?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","I’ve been coming here for 15 years and their food has always been amazing. The standard and quality of the food is 10/10 I have never had a dish I don’t like",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Kamila Oliveira",,"pt","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-29T13:52:14.471Z",,"2024-11-07T13:21:36.000Z","Thank you so much Kamila!! We are honoured by your wonderful review. Your satisfaction is our ultimate goal and we are thrilled that we hit the mark for you. We can’t wait to serving you again soon. Thank you for your recommendation 😊 🙏 ","Lunch",,,"£100+",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNuazRPWHp3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuazRPWHp3RRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICnk4OXzwE%7CCgwIjrfltwYQkIPn4AE%7C?hl=en","117582622363751623839","2","https://lh3.googleusercontent.com/a/ACg8ocJev2PrfUixXsYwBLd6j6hBftbTf5yS9PPHuZHxMzp2uo8fuQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117582622363751623839?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Atendimento excelente,  comida muito boa , recomendo.  E voltarei com certeza.","Excellent service, very good food, I recommend it. And I will definitely be back.","La Casita","4.6","en","https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Martin Largo",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-28T22:38:39.003Z",,"2024-11-07T13:23:56.000Z","We appreciate your feedback, dear Martin, and are delighted to know you enjoyed our food on all ways possible. Your satisfaction is our top priority!!! We look forward to serving you again soon.","Dinner",,,"£100+",,"Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNuM2ZYemJBEAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJJ5YWKLSrqLC_Jjmmn0rdHf1fQpTyDB7sH7U3S46uXaWRun3Sa7nYGpTcrjTWdaH507vsEqOrN_WTX0jD7NTiNk71-zIzyr7nwGiSQeCSE0n8tcoq7t4098GOoT48EcACbeIKr2KA",,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuM2ZYemJBEAE!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICn3fXzbA%7CCgsI74ritwYQ-MTWAQ%7C?hl=en","100428137307197332915","3","https://lh3.googleusercontent.com/a/ACg8ocIEuK13wAX6xIfFbH-cxkfokpdkQGDxHNGcdjdWiIjCBmlUXQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100428137307197332915?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Very nice, wonderful staff very friendly I will back.",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","phil armond",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-28T18:14:33.051Z",,"2024-11-07T13:27:13.000Z","Thank you so much Phil for your kind words and for sharing your experience with us! We look forward to welcoming you back soon!!",,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNuN2N1N0dBEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuN2N1N0dBEAE!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICn7cu7GA%7CCgsIiY_htwYQoL2rGA%7C?hl=en","109095171641116291257","4","https://lh3.googleusercontent.com/a-/ALV-UjXF5Y5EftjzT0lxlHIeYQi4_NZfcvUODy571D3ggFM19Gm2BRIf=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109095171641116291257?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Nice food, lovely staff, will come again.",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Emanuella Nogueira",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-28T16:56:56.993Z",,"2024-11-07T13:48:15.000Z","Dear Emanuella,
We are honoured by your wonderful review. Your satisfaction is our ultimate goal and we are thrilled that we hit the mark for you. Your feedback motivates us to continue providing exceptional service to all our customers. Your kind words means a lot to our team! We are looking forward to seeing you again soon.","Lunch",,,"£20–30",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNuN2RTaC1RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuN2RTaC1RRRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICn7dSh-QE%7CCgwI2OrgtwYQ0I772QM%7C?hl=en","107967484247982752203","10","https://lh3.googleusercontent.com/a-/ALV-UjVVwrUaCFikDsFdeeSJ6_ymsDN_SsDasDf7w2q_06O88kajO81S=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107967484247982752203?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Went here with my family and we loved everything, food was 10/10, service 10/10 and the place looks nice and clean. Deffo recommend!",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","true","en","0","51.434016","-0.1284869","Hadamu Mota Lito",,"en","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-26T17:32:28.208Z",,"2024-11-07T13:49:29.000Z","Dear Hadamu,
Thank you so much for your kind words and continues support ❤️. We can’t wait to serving you again soon!",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNud2FtOXNRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNud2FtOXNRRRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICnwam9sQE%7CCgsIrLXWtwYQqOTEYw%7C?hl=en","103227617377420220706","22","https://lh3.googleusercontent.com/a-/ALV-UjUQfrYvCXkPnPzWutRQEhIas6D5mYtnFRTiUCULxwjKv57zZeCj=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/103227617377420220706?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Best service,  the soup amazing",,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Terri Curran",,,"false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-25T16:25:14.329Z",,"2024-11-07T13:50:12.000Z","Thank you so much Terri for taking the time to leave us a 5-star review. We much appreciate it!!!",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNuNXJPSnp3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNuNXJPSnp3RRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICn5rOJzwE%7CCgwI6vLQtwYQyPGZnQE%7C?hl=en","113046394663939319268","6","https://lh3.googleusercontent.com/a/ACg8ocK323D1KspoYahEWIjSbJsXGdDe3OWjyiJ_s5yGXMWAJ59pHA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113046394663939319268?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false",,,"La Casita","4.6",,"https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
"122 Streatham High Rd, London SW16 1BW, United Kingdom","Portuguese restaurant","Mediterranean restaurant","Portuguese restaurant","8714226337111894628","London","GB","0x487604262fabe7a9:0x78ef26af03e86a64","https://lh3.googleusercontent.com/p/AF1QipONyXWfTXggKLZHJyMSyp14RIAGuAhdyhS2RS5j=w408-h272-k-no","false","false","en","0","51.434016","-0.1284869","Eduardo Soriano",,"es","false","ChIJqeerLyYEdkgRZGroA68m73g","SW16 1BW","$$","7 months ago","2024-09-25T14:58:22.753Z",,"2024-11-07T13:52:16.000Z","Dear Eduardo,
We are so glad you had a great experience with us. Your kind words means a lot to our team ❤️ 
We look forward to welcoming you back soon!","Lunch",,,"£30–40",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNucHB2WDdRRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNucHB2WDdRRRAB!2m1!1s0x0:0x78ef26af03e86a64!3m1!1s2@1:CIHM0ogKEICAgICnppvX7QE%7CCgwIjsrQtwYQ2IPB5wI%7C?hl=en","103966601741598633450","1","https://lh3.googleusercontent.com/a/ACg8ocIbFO8mHZMB7xxOlhlzmk4ZcHVf0hG4F00pKlMyB15nHSMX-g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103966601741598633450?hl=en","936","2025-04-30T17:09:12.121Z","Direct Detail URL: https://www.google.co.uk/maps/place/La+Casita/@51.4342378,-0.12904,211m/data=!3m1!1e3!4m8!3m7!1s0x487604262fabe7a9:0x78ef26af03e86a64!8m2!3d51.434016!4d-0.1284869!9m1!1b1!16s%2Fg%2F1td71gqv?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"122 Streatham High Rd","false","Excelente atención.  Y muy bueno todo. Gracias","Excellent attention.  And everything is very good. Thank you","La Casita","4.6","en","https://www.google.com/maps/search/?api=1&query=La%20Casita&query_place_id=ChIJqeerLyYEdkgRZGroA68m73g",
